dbirwt_0,dbirwt_1
1673.0,1956.0
1644.0,1673.0
1758.0,2013.0
851.0,879.0
1304.0,1871.0
1418.0,2098.0
1219.0,1474.0
1049.0,1588.0
1673.0,1786.0
1985.0,2013.0
1247.0,1531.0
1049.0,1191.0
709.0,765.0
1843.0,1871.0
1786.0,1956.0
1418.0,1474.0
2041.0,2098.0
1899.0,2041.0
1616.0,1644.0
1219.0,1588.0
1814.0,1928.0
1503.0,1559.0
1814.0,2070.0
1106.0,1219.0
680.0,907.0
1644.0,2098.0
1899.0,1928.0
1219.0,1247.0
992.0,1077.0
1474.0,1899.0
624.0,879.0
1588.0,1985.0
992.0,1219.0
1332.0,1361.0
1134.0,1956.0
1786.0,1956.0
1729.0,2070.0
1304.0,1418.0
369.0,397.0
1673.0,1871.0
1701.0,1985.0
879.0,1418.0
1729.0,1843.0
1956.0,1985.0
1786.0,2041.0
1503.0,1814.0
1446.0,1559.0
1418.0,1474.0
1956.0,1985.0
1389.0,1871.0
1446.0,1701.0
1191.0,1644.0
1616.0,1899.0
822.0,936.0
1843.0,2098.0
1162.0,1474.0
1758.0,1871.0
1446.0,1474.0
1956.0,1984.0
1530.0,1935.0
1040.0,1130.0
1420.0,1480.0
765.0,936.0
1559.0,1786.0
480.0,503.0
1570.0,1600.0
1503.0,1928.0
645.0,790.0
1247.0,1389.0
1700.0,1970.0
1623.0,1637.0
1503.0,1786.0
1134.0,1162.0
794.0,907.0
1700.0,1740.0
971.0,978.0
1701.0,1814.0
330.0,348.0
2000.0,2080.0
1233.0,1928.0
1446.0,2041.0
912.0,950.0
1729.0,1758.0
1280.0,2100.0
360.0,690.0
595.0,624.0
890.0,910.0
1106.0,1191.0
510.0,567.0
1670.0,1830.0
454.0,482.0
2013.0,2070.0
1361.0,1644.0
1134.0,1191.0
1588.0,2098.0
1418.0,1559.0
595.0,822.0
624.0,652.0
851.0,879.0
1673.0,1758.0
1985.0,2098.0
567.0,595.0
1644.0,1758.0
1276.0,1446.0
1758.0,1843.0
1644.0,1729.0
1701.0,1843.0
1389.0,1474.0
1191.0,1531.0
453.0,935.0
1871.0,1984.0
1672.0,1871.0
453.0,538.0
793.0,850.0
1275.0,1842.0
850.0,963.0
940.0,1020.0
1219.0,1304.0
963.0,1162.0
1560.0,1740.0
1984.0,2041.0
1530.0,1559.0
1200.0,1334.0
1020.0,1077.0
1960.0,2060.0
935.0,1219.0
1048.0,1162.0
1360.0,2012.0
595.0,708.0
538.0,567.0
541.0,543.0
1332.0,1389.0
1021.0,1474.0
1417.0,1474.0
1984.0,2013.0
227.0,255.0
1843.0,1956.0
454.0,794.0
567.0,624.0
1616.0,1786.0
1673.0,2013.0
1871.0,1899.0
1644.0,1843.0
1020.0,1190.0
1871.0,1956.0
1304.0,1417.0
1247.0,1417.0
680.0,737.0
1673.0,1701.0
1474.0,1644.0
375.0,425.0
1644.0,1956.0
2010.0,2100.0
794.0,907.0
1695.0,1750.0
1332.0,1446.0
1729.0,1956.0
1531.0,1673.0
567.0,737.0
670.0,730.0
1843.0,1984.0
765.0,1077.0
850.0,879.0
1559.0,1843.0
1928.0,1984.0
2041.0,2098.0
1048.0,1535.0
1500.0,2080.0
1814.0,2070.0
400.0,700.0
1075.0,1090.0
1673.0,1729.0
1446.0,1814.0
1304.0,1729.0
1984.0,2070.0
1729.0,1956.0
992.0,1162.0
1843.0,1871.0
1928.0,2013.0
1446.0,1843.0
1134.0,1304.0
1022.0,1332.0
1407.0,1697.0
1332.0,1588.0
785.0,820.0
1814.0,1899.0
1010.0,1580.0
1389.0,1644.0
1332.0,1701.0
1758.0,1871.0
1600.0,1690.0
1650.0,1790.0
1503.0,1531.0
1219.0,1729.0
283.0,312.0
1644.0,2013.0
1928.0,2070.0
765.0,794.0
1673.0,1701.0
670.0,695.0
1219.0,1503.0
652.0,765.0
1588.0,1616.0
1588.0,1644.0
1446.0,1729.0
1899.0,2013.0
1673.0,1871.0
1417.0,1474.0
1531.0,1814.0
850.0,1077.0
1361.0,1531.0
1191.0,1219.0
1389.0,1984.0
2070.0,2073.0
1485.0,1520.0
737.0,850.0
1247.0,1474.0
1340.0,1984.0
1310.0,1460.0
1758.0,2013.0
1871.0,1928.0
482.0,510.0
2013.0,2041.0
2013.0,2070.0
1446.0,1616.0
1531.0,1758.0
709.0,1503.0
822.0,964.0
1191.0,1474.0
1814.0,1843.0
1786.0,1899.0
1474.0,1701.0
750.0,780.0
1616.0,2041.0
1758.0,1871.0
1871.0,1899.0
1673.0,1786.0
1899.0,1928.0
1307.0,1634.0
1758.0,1928.0
720.0,770.0
1162.0,1247.0
1984.0,2041.0
1365.0,1510.0
1531.0,1758.0
1701.0,2070.0
879.0,1417.0
1843.0,1899.0
964.0,1361.0
1644.0,1956.0
1729.0,1899.0
1474.0,1928.0
1786.0,1928.0
1021.0,1162.0
850.0,1585.0
1304.0,1417.0
1332.0,1616.0
1680.0,1800.0
1085.0,1800.0
640.0,800.0
539.0,567.0
652.0,680.0
1191.0,1361.0
1871.0,1928.0
1021.0,1531.0
1503.0,1984.0
1673.0,1701.0
709.0,907.0
1021.0,1106.0
1550.0,1780.0
350.0,395.0
1570.0,1680.0
364.0,365.0
1106.0,1134.0
1871.0,1984.0
1786.0,1871.0
1361.0,1389.0
1533.0,1582.0
321.0,348.0
995.0,1060.0
1219.0,1247.0
1616.0,2098.0
1455.0,1605.0
1843.0,1928.0
1162.0,1474.0
1410.0,1760.0
709.0,964.0
624.0,680.0
1840.0,1920.0
1774.0,1820.0
2070.0,2098.0
1460.0,1715.0
1984.0,2041.0
1616.0,1984.0
567.0,595.0
1814.0,1956.0
930.0,1030.0
860.0,920.0
1786.0,1928.0
1984.0,2098.0
1850.0,2037.0
397.0,454.0
1871.0,2013.0
1247.0,1389.0
1760.0,1970.0
482.0,510.0
936.0,1134.0
936.0,1304.0
1750.0,1820.0
700.0,820.0
1871.0,1928.0
870.0,1000.0
280.0,300.0
1644.0,1758.0
1871.0,1956.0
1588.0,1701.0
1729.0,1928.0
992.0,1899.0
1673.0,1956.0
1276.0,1389.0
2005.0,2095.0
1389.0,1446.0
1871.0,2013.0
1701.0,1899.0
1247.0,1304.0
1701.0,1758.0
690.0,700.0
1616.0,2013.0
1418.0,1531.0
1616.0,1928.0
539.0,567.0
1304.0,1332.0
1843.0,2041.0
1134.0,1191.0
1843.0,1928.0
1956.0,2041.0
680.0,1021.0
964.0,1134.0
1590.0,1610.0
765.0,936.0
1780.0,1980.0
1588.0,1758.0
1843.0,2041.0
1361.0,1474.0
1276.0,1361.0
1814.0,2070.0
1503.0,1616.0
1161.0,1169.0
1446.0,1843.0
1800.0,2020.0
1644.0,1928.0
1474.0,1701.0
1928.0,1956.0
1480.0,1500.0
1361.0,1899.0
1503.0,1956.0
1786.0,2013.0
1758.0,1814.0
1559.0,1588.0
652.0,794.0
1087.0,1840.0
460.0,550.0
1134.0,1332.0
1503.0,1899.0
936.0,964.0
1644.0,1758.0
1871.0,2013.0
1474.0,2041.0
1899.0,1985.0
500.0,520.0
1134.0,1247.0
737.0,822.0
1786.0,1871.0
1830.0,2000.0
595.0,680.0
709.0,737.0
1616.0,1729.0
1559.0,1843.0
1418.0,1729.0
1956.0,2013.0
1276.0,1418.0
1021.0,1077.0
1940.0,2040.0
1219.0,1276.0
1673.0,1950.0
879.0,931.0
1814.0,2013.0
1928.0,2041.0
794.0,1446.0
1559.0,1758.0
1701.0,1899.0
1474.0,1843.0
652.0,851.0
312.0,369.0
1673.0,1843.0
1503.0,1588.0
1021.0,1304.0
1640.0,2080.0
1247.0,1276.0
1191.0,1276.0
1899.0,1985.0
1680.0,1700.0
2013.0,2070.0
1446.0,1729.0
1503.0,1786.0
750.0,1380.0
940.0,1220.0
1729.0,2013.0
915.0,1080.0
1389.0,1474.0
1446.0,1758.0
1899.0,2041.0
1843.0,1871.0
1701.0,1899.0
1474.0,1559.0
1899.0,1985.0
1474.0,1644.0
1588.0,1814.0
1644.0,1729.0
1503.0,1786.0
1758.0,1899.0
1389.0,1559.0
454.0,652.0
1418.0,1644.0
1843.0,2070.0
227.0,340.0
1077.0,1616.0
1750.0,1860.0
1644.0,1673.0
1814.0,1871.0
992.0,1474.0
1134.0,1191.0
810.0,1000.0
1871.0,2013.0
1332.0,1814.0
1134.0,1162.0
680.0,1021.0
1786.0,2070.0
284.0,340.0
1418.0,1673.0
1219.0,1418.0
1899.0,1985.0
284.0,340.0
820.0,1300.0
1290.0,1505.0
1370.0,1550.0
1780.0,1880.0
600.0,1500.0
527.0,555.0
1780.0,1900.0
1565.0,1665.0
830.0,1045.0
485.0,515.0
1255.0,1645.0
2020.0,2030.0
1025.0,1135.0
1305.0,1710.0
925.0,965.0
1600.0,2060.0
1488.0,1690.0
1930.0,2035.0
357.0,377.0
1730.0,2100.0
1780.0,2090.0
1690.0,2090.0
1900.0,2020.0
425.0,480.0
1645.0,1675.0
680.0,880.0
445.0,450.0
1616.0,1729.0
1701.0,2013.0
2041.0,2098.0
397.0,425.0
1361.0,1474.0
1814.0,2070.0
1276.0,1474.0
1701.0,1729.0
822.0,879.0
1956.0,2041.0
1531.0,1588.0
1871.0,1928.0
1021.0,1276.0
1985.0,2070.0
1361.0,2013.0
1758.0,2041.0
1418.0,1673.0
1843.0,2070.0
284.0,340.0
1899.0,1985.0
1106.0,1843.0
1701.0,1786.0
1500.0,1610.0
1870.0,2060.0
1290.0,1450.0
1220.0,1800.0
1802.0,1873.0
1850.0,2010.0
1418.0,1786.0
1134.0,1985.0
1559.0,1644.0
737.0,879.0
1729.0,1985.0
1389.0,1616.0
1446.0,1559.0
1389.0,1446.0
1940.0,1950.0
1673.0,2098.0
1162.0,1304.0
1588.0,1786.0
1673.0,1843.0
1531.0,1729.0
1389.0,1701.0
851.0,992.0
1191.0,1644.0
1559.0,1814.0
1616.0,1644.0
2041.0,2098.0
907.0,1134.0
660.0,780.0
700.0,1030.0
1928.0,1956.0
851.0,936.0
1049.0,1191.0
765.0,794.0
685.0,700.0
1580.0,1605.0
320.0,800.0
1418.0,1503.0
1332.0,1361.0
1588.0,1644.0
1984.0,2070.0
822.0,964.0
1616.0,1729.0
1644.0,1729.0
340.0,397.0
1021.0,1134.0
1418.0,1503.0
1340.0,1810.0
1700.0,1730.0
1843.0,1899.0
1780.0,1956.0
1531.0,1985.0
1191.0,1474.0
652.0,851.0
1200.0,1285.0
1530.0,1855.0
430.0,490.0
1270.0,1650.0
1644.0,1758.0
2013.0,2070.0
1304.0,1332.0
1503.0,1531.0
652.0,794.0
907.0,1021.0
1106.0,1729.0
1276.0,1418.0
1588.0,1786.0
624.0,652.0
964.0,992.0
1871.0,1899.0
1610.0,1810.0
1899.0,1956.0
2013.0,2070.0
1701.0,1758.0
1814.0,1843.0
1304.0,1474.0
624.0,709.0
1503.0,1644.0
1956.0,1985.0
1162.0,1191.0
1389.0,1673.0
1049.0,1332.0
1190.0,1390.0
1580.0,1680.0
539.0,567.0
1588.0,1758.0
992.0,1049.0
369.0,397.0
1985.0,2041.0
1446.0,1644.0
907.0,1446.0
340.0,397.0
1559.0,1644.0
1219.0,1332.0
851.0,907.0
1670.0,2030.0
1040.0,1140.0
530.0,800.0
1490.0,1760.0
1890.0,2015.0
936.0,964.0
1503.0,1899.0
1871.0,1956.0
1871.0,1928.0
1049.0,1446.0
652.0,907.0
380.0,440.0
600.0,710.0
1503.0,2013.0
1910.0,1990.0
440.0,520.0
1510.0,1770.0
1020.0,1170.0
1899.0,2013.0
1644.0,1758.0
1786.0,2070.0
595.0,680.0
340.0,369.0
624.0,737.0
1332.0,1361.0
1050.0,1065.0
980.0,1050.0
1021.0,1077.0
1503.0,2013.0
1871.0,2041.0
1446.0,1503.0
1814.0,2098.0
1729.0,1871.0
1503.0,1616.0
1899.0,2041.0
1800.0,1955.0
1478.0,1480.0
1814.0,2013.0
397.0,425.0
2070.0,2098.0
1106.0,1191.0
1928.0,2070.0
490.0,520.0
1588.0,2013.0
1503.0,1644.0
936.0,1332.0
1361.0,1474.0
964.0,992.0
1134.0,1332.0
1956.0,2070.0
1899.0,1985.0
1814.0,1956.0
1247.0,1304.0
1474.0,2013.0
1956.0,2041.0
1814.0,1843.0
650.0,660.0
822.0,879.0
1446.0,1531.0
1530.0,1590.0
1474.0,1559.0
709.0,765.0
1899.0,2070.0
1673.0,1843.0
1300.0,1860.0
595.0,680.0
1049.0,1332.0
1880.0,1940.0
567.0,680.0
1304.0,1361.0
1162.0,1247.0
1162.0,1389.0
1673.0,1814.0
369.0,425.0
1531.0,2013.0
680.0,851.0
1247.0,1276.0
1600.0,1840.0
822.0,907.0
1410.0,1420.0
1843.0,1928.0
1559.0,1729.0
1304.0,2098.0
1786.0,2013.0
325.0,410.0
794.0,822.0
765.0,851.0
1503.0,1871.0
1729.0,1786.0
1871.0,2070.0
1758.0,1786.0
1644.0,2070.0
709.0,879.0
1446.0,1559.0
1559.0,1786.0
1588.0,1956.0
1389.0,1503.0
1389.0,1503.0
1191.0,1219.0
1021.0,1162.0
400.0,425.0
1219.0,1673.0
1673.0,1701.0
1644.0,1758.0
1588.0,1843.0
1503.0,1673.0
1418.0,1758.0
1843.0,1985.0
2013.0,2041.0
1049.0,1899.0
1219.0,1786.0
1332.0,1531.0
1559.0,1701.0
1899.0,2041.0
1956.0,2070.0
1021.0,1090.0
1673.0,1843.0
1418.0,2098.0
624.0,680.0
1928.0,2041.0
680.0,765.0
1106.0,1219.0
1247.0,1531.0
1899.0,1956.0
1134.0,1191.0
1588.0,1786.0
1304.0,1786.0
1729.0,1928.0
936.0,1191.0
1899.0,1956.0
794.0,879.0
992.0,1191.0
652.0,709.0
482.0,510.0
1843.0,1956.0
1106.0,1162.0
1021.0,1077.0
1559.0,2013.0
539.0,567.0
1162.0,1276.0
1049.0,1191.0
936.0,992.0
1361.0,1503.0
